TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1986-02-09,-0.15645662959683473,0.03331424623250794,0.0708628075172218,-0.27775199501943965,-0.022499671657809302,0.1250236856057386,-0.008094353468464531,-0.07421810894802942
1986-02-10,-0.17626164516309703,0.010122327654339729,0.08495874035749913,-0.2866348298391719,-0.030284875452311278,0.14453540830979736,-0.004567477544918795,-0.09066090678693704
1986-02-11,-0.18512583505016492,0.017202946365802805,0.08444334551049361,-0.29106735652009436,-0.03375373448178317,0.13318202525876172,-0.0034435316761212173,-0.08934181478478667
1986-02-12,-0.21033200294510465,0.0328759988216399,0.08506689897975864,-0.2840120950137462,-0.04635189665213566,0.09779719700536264,-0.01118295497932746,-0.08336940962176727
1986-02-13,-0.1888985008140044,0.045124322156270325,0.09865952363640502,-0.2504619075030187,-0.04629322062440895,0.05427673105657558,-0.017471827439117075,-0.07275632103777074
1986-02-14,-0.21818762894145205,0.038542398698691444,0.10403485801460444,-0.23439252682618933,-0.06389899597904208,0.03060432094531664,-0.011673081704426975,-0.08150880421771187
1986-02-15,-0.2606985013655683,0.016461938989532018,0.09977620390592248,-0.19901001583253022,-0.06313537302159948,-0.011615049367415753,-0.0036360186267146667,-0.1009885993287293
1986-02-16,-0.3000979105161088,-0.01293302033935925,0.09268121046805035,-0.16286345092918897,-0.05789828753986312,-0.023425414955704334,0.002624933521626512,-0.14111735158246722
1986-02-17,-0.2990777698887141,-0.021118994000107288,0.09265878397830733,-0.11254120905001906,-0.06770674352292355,-0.05003421979101914,0.005528544870157433,-0.1495819191743494
1986-02-18,-0.24983758475267484,0.005017808455402331,0.09259171838016494,-0.061262770427239835,-0.06452453949896197,-0.08636486255990376,0.006933135689762038,-0.14657702865650085
1986-02-19,-0.2250558555154307,-0.0034539857820673615,0.09254613314974088,-0.026176304848088243,-0.05807322908225388,-0.08808065028527128,0.0009074182167047803,-0.14692377355415506
1986-02-20,-0.2389686421169102,-0.023602245782810706,0.09833148158856732,-0.06947632722763408,-0.06796185109584958,-0.03528562907226314,-0.0003346422067836956,-0.1434582778584454
1986-02-21,-0.2504204763098319,-0.017612701262461967,0.10410203022978427,-0.1309139564064751,-0.06681944312178602,-0.008621916706796896,0.006732552216040862,-0.13799675029159822
1986-02-22,-0.23520067108117637,-0.007024689970288089,0.11246223363370388,-0.13095265670521963,-0.03979843567690118,-0.05234696931817356,0.00984850788792057,-0.12912692986698138
1986-02-23,-0.19427972005622465,-0.02613533808863869,0.12982903622152914,-0.07128350536410422,-0.036412448176829475,-0.07731562769541866,0.00922018706564482,-0.12354241489000374
